Identifiant_de_l_etablissement;Type_etablissement;Statut_public_prive;Type_contrat_prive;Nom_etablissement;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Libelle_departement;Code_academie;Libelle_academie;Code_region;Libelle_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Lycee_des_metiers;Apprentissage;Segpa;Post_BAC;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Nombre_d_eleves;GRETA;SIREN_SIRET;Fiche_onisep;Appartenance_Education_Prioritaire;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;position;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature
0620678A;Ecole;Public;SANS OBJET;Ecole primaire Charles de Montesquieu;Rue Charles de Montesquieu ;;62000 DAINVILLE;62000;62263;Dainville;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321714312;;;ce.0620678A@ac-lille.fr;1;0;0;;;;;;;;;;;;;154;;21620263000051;;;681196.5;7021036.4;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 4;50.286923947308935;2.7364903167916816;50.286923947308935,2.7364903167916816;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0620679B;Ecole;Public;SANS OBJET;Ecole primaire Camille Corot;1 rue de la Fontaine ;;62161 DUISANS;62161;62279;Duisans;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321486911;;;ce.0620679B@ac-lille.fr;1;0;0;;;;;;;;;;;;;106;;21620279600027;;;677624.7;7023292.3;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 4;50.30706133943781;2.6863104934802307;50.30706133943781,2.6863104934802307;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0620680C;Ecole;Public;SANS OBJET;Ecole primaire Haroun Tazieff;Rue de Roclincourt ;;62223 ECURIE;62223;62290;Ecurie;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0971725957;;;ce.0620680C@ac-lille.fr;1;0;0;;;;;;;;;;;;;24;;21620290300029;;;683673.1;7025817.2;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 3;50.32991712108082;2.7710025445818904;50.32991712108082,2.7710025445818904;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062074;151;ECOLE DE NIVEAU ELEMENTAIRE
0620685H;Ecole;Public;SANS OBJET;Ecole maternelle;22 rue de la Gare HAMEAU ECOIVRES;;62144 MONT ST ELOI;62144;62589;Mont-Saint-Eloi;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;0;;;;0321557997;;;ce.0620685H@ac-lille.fr;1;0;0;;;;;;;;;;;;;44;;21620589800028;;;677011.4;7027272.1;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 4;50.3427703797538;2.677484569044507;50.3427703797538,2.677484569044507;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062068;101;ECOLE MATERNELLE
0620686J;Ecole;Public;SANS OBJET;Ecole primaire Centre;8 rue de la Mairie ;;62144 MONT ST ELOI;62144;62589;Mont-Saint-Eloi;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321220751;;;ce.0620686J@ac-lille.fr;1;0;0;;;;;;;;;;;;;47;;21620589800036;;;678146.7;7028151.8;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 4;50.35070882432474;2.6933640152459994;50.35070882432474,2.6933640152459994;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062068;151;ECOLE DE NIVEAU ELEMENTAIRE
0620687K;Ecole;Public;SANS OBJET;Ecole primaire Jean-Yves Cousteau;Rue de Thelus ;;62223 ROCLINCOURT;62223;62714;Roclincourt;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0971720833;;;ce.0620687K@ac-lille.fr;1;0;0;;;;;;;;;;;;;55;;21620714200029;;;684955.9;7025312.2;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 3;50.32541524282776;2.7890136474343166;50.32541524282776,2.7890136474343166;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062074;151;ECOLE DE NIVEAU ELEMENTAIRE
0620696V;Ecole;Public;SANS OBJET;Ecole primaire;1 RUE DE L'EGLISE ;;62116 ADINFER;62116;62009;Adinfer;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321593079;;;ce.0620696V@ac-lille.fr;1;0;0;;;;;;;;;;;;;27;;21620009700022;;;679169.4;7010718.4;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 2;50.194212685833165;2.7086166347882545;50.194212685833165,2.7086166347882545;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062099;151;ECOLE DE NIVEAU ELEMENTAIRE
0620698X;Ecole;Public;SANS OBJET;Ecole primaire La Fontaine RPI 57;7 rue du Ch�teau ;;62123 BAILLEULMONT;62123;62072;Bailleulmont;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321559180;;;ce.0620698X@ac-lille.fr;1;0;0;;;;;;;;;;;;;44;;21620072500028;;;672299.5;7013182.3;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 4;50.216072260722505;2.6123509988015274;50.216072260722505,2.6123509988015274;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062057;151;ECOLE DE NIVEAU ELEMENTAIRE
0620700Z;Ecole;Public;SANS OBJET;Ecole primaire;1 rue des Ecoles ;;62123 BEAUMETZ LES LOGES;62123;62097;Beaumetz-l�s-Loges;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321556639;;;ce.0620700Z@ac-lille.fr;1;0;0;;;;;;;;;;;;;142;;21620097200026;;;675463.4;7016299.3;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 1;50.24419221317063;2.6564371691753212;50.24419221317063,2.6564371691753212;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0620702B;Ecole;Public;SANS OBJET;Ecole primaire Jean Watel;26 rue du Moulin ;;62123 BERLES AU BOIS;62123;62112;Berles-au-Bois;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321246366;;;ce.0620702B@ac-lille.fr;1;0;0;;;;;;;;;;;;;46;;21620112900022;;;673390.5;7011295.7;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 4;50.199178597860765;2.6277430107352338;50.199178597860765,2.6277430107352338;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062057;151;ECOLE DE NIVEAU ELEMENTAIRE
0620703C;Ecole;Public;SANS OBJET;Ecole primaire Jean Monnet;2 rue de Beaumetz ;;62123 BERNEVILLE;62123;62115;Berneville;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321559410;;;ce.0620703C@ac-lille.fr;1;0;0;;;;;;;;;;;;;48;;21620115200024;;;676463.4;7018694.5;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 1;50.265736975835665;2.6702990253209133;50.265736975835665,2.6702990253209133;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0620704D;Ecole;Public;SANS OBJET;Ecole maternelle;9 bis rue de l'Eglise ;;62173 BLAIRVILLE;62173;62135;Blairville;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;0;;;;0321551954;;;ce.0620704D@ac-lille.fr;1;0;0;;;;;;;;;;;;;23;;21620135000024;;;679617.3;7013554.7;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 2;50.219696192947936;2.714738581463701;50.219696192947936,2.714738581463701;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062099;101;ECOLE MATERNELLE
0620705E;Ecole;Public;SANS OBJET;Ecole primaire;Rue de la Mairie ;;62175 BOIRY ST MARTIN;62175;62146;Boiry-Saint-Martin;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321593950;;;ce.0620705E@ac-lille.fr;1;0;0;;;;;;;;;;;;;48;;21620146700026;;;682747.3;7011312.2;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 2;50.19965322817475;2.7586394140526935;50.19965322817475,2.7586394140526935;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062006;151;ECOLE DE NIVEAU ELEMENTAIRE
0620706F;Ecole;Public;SANS OBJET;Ecole primaire;33 rue de l'Eglise ;;62175 BOIRY STE RICTRUDE;62175;62147;Boiry-Sainte-Rictrude;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321593957;;;ce.0620706F@ac-lille.fr;1;0;0;;;;;;;;;;;;;45;;21620147500029;;;682433.3;7011639.3;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 2;50.202581784457074;2.7542324247727823;50.202581784457074,2.7542324247727823;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062006;151;ECOLE DE NIVEAU ELEMENTAIRE
0620707G;Ecole;Public;SANS OBJET;Ecole maternelle;14 rue Hector Bonnel ;;62173 FICHEUX;62173;62332;Ficheux;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;0;;;;0321482870;;;ce.0620707G@ac-lille.fr;0;0;0;;;;;;;;;;;;;25;;21620332300029;;;681328.3;7014338.3;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 2;50.226785631619315;2.7386480102591158;50.226785631619315,2.7386480102591158;Num�ro de rue;2010-07-02;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062099;101;ECOLE MATERNELLE
0620710K;Ecole;Public;SANS OBJET;Ecole primaire publique RPI 28;5 rue de Wanquetin ;;62123 GOUY EN ARTOIS;62123;62379;Gouy-en-Artois;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321222365;;;ce.0620710K@ac-lille.fr;1;0;0;;;;;;;;;;;;;47;;21620379400021;;;670969.0;7016913.6;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 4;50.24951637803402;2.593463073474144;50.24951637803402,2.593463073474144;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062028;151;ECOLE DE NIVEAU ELEMENTAIRE
0620711L;Ecole;Public;SANS OBJET;Ecole primaire;Rue de la Poste ;;62123 HABARCQ;62123;62399;Habarcq;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321583779;;;ce.0620711L@ac-lille.fr;1;0;0;;;;;;;;;;;;;55;;21620399200021;;;672313.4;7023167.8;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 4;50.30573160867908;2.6118586273097795;50.30573160867908,2.6118586273097795;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062026;151;ECOLE DE NIVEAU ELEMENTAIRE
0620713N;Ecole;Public;SANS OBJET;Ecole primaire;5 rue Le Sergeant ;;62175 HENDECOURT LES RANSART;62175;62425;Hendecourt-l�s-Ransart;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321591622;;;ce.0620713N@ac-lille.fr;1;0;0;;;;;;;;;;;;;28;;21620425500022;;;680859.5;7011955.9;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 2;50.20537878142263;2.7321992564925184;50.20537878142263,2.7321992564925184;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062099;151;ECOLE DE NIVEAU ELEMENTAIRE
0620716S;Ecole;Public;SANS OBJET;Ecole primaire;28 rue de la Mairie ;;62217 MERCATEL;62217;62568;Mercatel;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321485228;;;ce.0620716S@ac-lille.fr;0;0;0;;;;;;;;;;;;;74;;21620568200026;;;685345.7;7015255.0;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 2;50.235123540348525;2.794846838142299;50.235123540348525,2.794846838142299;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062023;151;ECOLE DE NIVEAU ELEMENTAIRE
0620718U;Ecole;Public;SANS OBJET;Ecole primaire;3 place Publique ;;62111 MONCHY AU BOIS;62111;62579;Monchy-au-Bois;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321500353;;;ce.0620718U@ac-lille.fr;1;0;0;;;;;;;;;;;;;53;;21620579900028;;;675567.8;7009097.6;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 2;50.17952854640709;2.6583352838382357;50.17952854640709,2.6583352838382357;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062099;151;ECOLE DE NIVEAU ELEMENTAIRE
0620719V;Ecole;Public;SANS OBJET;Ecole primaire;30 rue PRINCIPALE ;;62123 MONTENESCOURT;62123;62586;Montenescourt;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321588157;;;ce.0620719V@ac-lille.fr;0;0;0;;;;;;;;;;;;;21;;21620586400020;;;673083.2;7021842.9;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 4;50.29386959568905;2.622739108643929;50.29386959568905,2.622739108643929;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062026;151;ECOLE DE NIVEAU ELEMENTAIRE
0620721X;Ecole;Public;SANS OBJET;Ecole primaire;18 rue Neuve ;;62173 RANSART;62173;62689;Ransart;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321558922;;;ce.0620721X@ac-lille.fr;1;0;0;;;;;;;;;;;;;23;;21620689600021;;;677661.3;7012396.5;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 2;50.20922964762143;2.68742826811799;50.20922964762143,2.68742826811799;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062099;151;ECOLE DE NIVEAU ELEMENTAIRE
0620724A;Ecole;Public;SANS OBJET;Ecole primaire;12 GRANDE RUE ;;62123 SIMENCOURT;62123;62796;Simencourt;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321588955;;;ce.0620724A@ac-lille.fr;1;0;0;;;;;;;;;;;;;41;;21620796900025;;;674553.9;7017793.8;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 4;50.257575186406626;2.6436080218376317;50.257575186406626,2.6436080218376317;Num�ro de rue;1966-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062051;151;ECOLE DE NIVEAU ELEMENTAIRE
0620725B;Ecole;Public;SANS OBJET;Ecole primaire;Rue de la Mairie ;;62123 WANQUETIN;62123;62874;Wanquetin;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321553042;;;ce.0620725B@ac-lille.fr;1;0;0;;;;;;;;;;;;;66;;21620874400021;;;672368.8;7019862.4;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 4;50.27605642370219;2.6128624613211646;50.27605642370219,2.6128624613211646;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062051;151;ECOLE DE NIVEAU ELEMENTAIRE
0620738R;Ecole;Public;SANS OBJET;Ecole maternelle mixte;12 GRAND'RUE ;;62217 NEUVILLE VITASSE;62217;62611;Neuville-Vitasse;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;0;;;;0321739840;;;ce.0620738R@ac-lille.fr;0;0;0;;;;;;;;;;;;;25;;21620611000027;;;687063.5;7016515.6;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 2;50.246480473736234;2.818854637974428;50.246480473736234,2.818854637974428;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062023;101;ECOLE MATERNELLE
0620741U;Ecole;Public;SANS OBJET;Ecole primaire Robert Doisneau;9 rue de Pas ;;62217 WAILLY;62217;62869;Wailly;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321235822;;;ce.0620741U@ac-lille.fr;1;0;0;;;;;;;;;;;;;92;;21620869400028;;;680268.2;7016471.6;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 4;50.24590865399504;2.72370518700495;50.24590865399504,2.72370518700495;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0620744X;Ecole;Public;SANS OBJET;Ecole primaire Groupe la Fontaine;Rue Gambetta ;;62118 BIACHE ST VAAST;62118;62128;Biache-Saint-Vaast;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321500027;;;ce.0620744X@ac-lille.fr;1;0;0;;;;;;;;;;;;;252;;21620128500030;;;695679.9;7023900.9;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 3;50.31290975923082;2.9394277015380643;50.31290975923082,2.9394277015380643;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0620745Y;Ecole;Public;SANS OBJET;Ecole primaire;2 rue du 8 Mai 1945 ;;62156 BOIRY NOTRE DAME;62156;62145;Boiry-Notre-Dame;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321248784;;;ce.0620745Y@ac-lille.fr;1;0;0;;;;;;;;;;;;;53;;21620145900031;;;695932.7;7019501.0;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 2;50.27340648014912;2.9430167388162602;50.27340648014912,2.9430167388162602;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062054;151;ECOLE DE NIVEAU ELEMENTAIRE
0620748B;Ecole;Public;SANS OBJET;Ecole maternelle;2 bis rue Neuve ;;62182 CAGNICOURT;62182;62192;Cagnicourt;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;0;;;;0321249858;;;ce.0620748B@ac-lille.fr;1;0;0;;;;;;;;;;;;;28;;21620192100022;;;699708.2;7012727.0;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 2;50.212594361821466;2.995916761059082;50.212594361821466,2.995916761059082;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062065;101;ECOLE MATERNELLE
0620751E;Ecole;Public;SANS OBJET;Ecole primaire RPI 158;2 rue de la Mairie ;;62156 DURY;62156;62280;Dury;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321597586;;;ce.0620751E@ac-lille.fr;1;0;0;;;;;;;;;;;;;26;;21620280400029;;;700431.6;7016698.8;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 2;50.24825854714041;3.006043753355465;50.24825854714041,3.006043753355465;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062158;151;ECOLE DE NIVEAU ELEMENTAIRE
0620752F;Ecole;Public;SANS OBJET;Ecole primaire;9 rue Basse ;;62156 ETAING;62156;62317;Etaing;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321731301;;;ce.0620752F@ac-lille.fr;1;0;0;;;;;;;;;;;;;62;;21620317400026;;;700135.8;7019791.3;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 3;50.27602619817353;3.001902669291745;50.27602619817353,3.001902669291745;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0620753G;Ecole;Public;SANS OBJET;Ecole primaire;4 place Michel de Warenghien ;;62156 ETERPIGNY;62156;62319;Eterpigny;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321596525;;;ce.0620753G@ac-lille.fr;1;0;0;;;;;;;;;;;;;29;;21620319000022;;;698407.3;7017949.4;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 2;50.25948592224563;2.9776922589490975;50.25948592224563,2.9776922589490975;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062054;151;ECOLE DE NIVEAU ELEMENTAIRE
0620754H;Ecole;Public;SANS OBJET;Ecole primaire mixte;1  RUE DE L'EGLISE ;;62490 FRESNES LES MONTAUBAN;62490;62355;Fresnes-l�s-Montauban;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321501116;;;ce.0620754H@ac-lille.fr;1;0;0;;;;;;;;;;;;;65;;21620355400037;;;695087.5;7026129.5;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 3;50.332914304182324;2.931094373357048;50.332914304182324,2.931094373357048;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062145;151;ECOLE DE NIVEAU ELEMENTAIRE
0620759N;Ecole;Public;SANS OBJET;Ecole primaire;29 grand'rue ;;62182 HENDECOURT LES CAGNICOURT;62182;62424;Hendecourt-l�s-Cagnicourt;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321073484;;;ce.0620759N@ac-lille.fr;1;0;0;;;;;;;;;;;;;39;;21620424800027;;;696292.2;7012401.8;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 2;50.20966332464351;2.9481187158314173;50.20966332464351,2.9481187158314173;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062065;151;ECOLE DE NIVEAU ELEMENTAIRE
0620760P;Ecole;Public;SANS OBJET;Ecole primaire Fran�ois Rabelais;1 place de la Mairie ;;62118 MONCHY LE PREUX;62118;62582;Monchy-le-Preux;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321162770;;;ce.0620760P@ac-lille.fr;1;0;0;;;;;;;;;;;;;86;;21620582300026;;;692475.8;7019241.7;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 3;50.27104634450642;2.894590133789476;50.27104634450642,2.894590133789476;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0620761R;Ecole;Public;SANS OBJET;Ecole primaire;Place du 11 Novembre ;;62490 NOYELLES SOUS BELLONNE;62490;62627;Noyelles-sous-Bellonne;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321220740;;;ce.0620761R@ac-lille.fr;1;0;0;;;;;;;;;;;;;94;;21620627600026;;;702040.8;7023344.3;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 3;50.307923940928525;3.028611316725314;50.307923940928525,3.028611316725314;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0620762S;Ecole;Public;SANS OBJET;Ecole primaire Payen-Bacquet;Rue de l'Egalit� ;;62118 PELVES;62118;62650;Pelves;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321592265;;;ce.0620762S@ac-lille.fr;1;0;0;;;;;;;;;;;;;71;;21620650800022;;;693938.2;7021350.3;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 3;50.28999477865049;2.9150457466095476;50.28999477865049,2.9150457466095476;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE
0620763T;Ecole;Public;SANS OBJET;Ecole primaire;1 rue des Ecoles ;;62118 PLOUVAIN;62118;62660;Plouvain;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321599517;;;ce.0620763T@ac-lille.fr;1;0;0;;;;;;;;;;;;;46;;21620660700022;;;694547.4;7023253.7;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 3;50.307090117869684;2.9235576664965177;50.307090117869684,2.9235576664965177;Num�ro de rue;1967-06-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062145;151;ECOLE DE NIVEAU ELEMENTAIRE
0620765V;Ecole;Public;SANS OBJET;Ecole primaire;9 GRAND'RUE ;;62156 REMY;62156;62703;R�my;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321156752;;;ce.0620765V@ac-lille.fr;1;0;0;;;;;;;;;;;;;24;;21620703500025;;;696942.5;7017302.7;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 2;50.253673744027545;2.9571808310766303;50.253673744027545,2.9571808310766303;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062054;151;ECOLE DE NIVEAU ELEMENTAIRE
0620766W;Ecole;Public;SANS OBJET;Ecole primaire;21 rue de Clichy ;;62182 RIENCOURT LES CAGNICOURT;62182;62709;Riencourt-l�s-Cagnicourt;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321078969;;;ce.0620766W@ac-lille.fr;1;0;0;;;;;;;;;;;;;23;;21620709200026;;;697025.0;7011317.8;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 2;50.19993324981659;2.9583803911627107;50.19993324981659,2.9583803911627107;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062065;151;ECOLE DE NIVEAU ELEMENTAIRE
0620771B;Ecole;Public;SANS OBJET;Ecole primaire;9 rue du Pont ;;62860 SAUDEMONT;62860;62782;Saudemont;62;Pas-de-Calais;09;Lille;32;Hauts-de-France;1;1;;;;0321735010;;;ce.0620771B@ac-lille.fr;0;0;0;;;;;;;;;;;;;39;;21620782900021;;;702978.0;7016096.8;EPSG:2154;Circonscription d'inspection du 1er degr� d'Arras 2;50.24284616387789;3.0416968827501583;50.24284616387789,3.0416968827501583;Num�ro de rue;1967-09-01;2019-09-11;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062158;151;ECOLE DE NIVEAU ELEMENTAIRE
